Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Rating
God of War III;PS3;2010;Action;Sony Computer Entertainment;2.74;1.34;0.12;0.61;4.8;92;101;8.7;2647;M
Uncharted: The Nathan Drake Collection;PS4;2015;Action;Sony Computer Entertainment;2.13;1.79;0.09;0.79;4.8;86;78;8.1;1289;T
Crash Team Racing;PS;1999;Racing;Sony Computer Entertainment;2.57;1.57;0.44;0.21;4.79;88;20;9;239;E
LEGO Star Wars: The Complete Saga;DS;2007;Action;LucasArts;2.83;1.48;0;0.45;4.76;80;9;5.4;46;E
Driver 2;PS;2000;Action;Atari;2.36;2.1;0.02;0.25;4.73;62;14;7.7;93;T
Batman: Arkham City;X360;2011;Action;Warner Bros. Interactive Entertainment;2.99;1.27;0.04;0.42;4.73;94;87;8.7;1477;T
The Simpsons: Hit & Run;PS2;2003;Racing;Vivendi Games;1.73;2.19;0;0.79;4.7; ; ; ; ;
Tony Hawks Pro Skater 2;PS;2000;Sports;Activision;3.05;1.41;0.02;0.2;4.68;98;19;7.7;301;T
The Lord of the Rings: The Two Towers;PS2;2002;Action;Electronic Arts;1.94;1.95;0.08;0.7;4.67;82;32;8.2;78;T
Tomb Raider;PS;1996;Action;Eidos Interactive;2.29;1.97;0.13;0.24;4.63;91;13;8.6;149;T
Animal Crossing: City Folk;Wii;2008;Simulation;Nintendo;1.83;1.12;1.32;0.36;4.62;73;50;7.6;120;E
Luigis Mansion: Dark Moon;3DS;2013;Action;Nintendo;1.82;1.39;1.12;0.29;4.62;86;74;8.4;461;E
Minecraft;PS4;2014;Misc;Sony Computer Entertainment Europe;1.62;2.13;0.14;0.73;4.62; ; ; ; ;
Halo 5: Guardians;XOne;2015;Shooter;Microsoft Game Studios;2.86;1.29;0.03;0.42;4.61;84;101;6.4;2455;T
The Legend of Zelda: A Link to the Past;SNES;1991;Action;Nintendo;2.42;0.91;1.15;0.13;4.61; ; ; ; ;
The Legend of Zelda: The Wind Waker;GC;2002;Action;Nintendo;2.6;0.99;0.89;0.13;4.6;96;80;8.9;977;E
Guitar Hero III: Legends of Rock;Wii;2007;Misc;Activision;3.04;1.11;0;0.43;4.6;86;36;8.4;87;T
Forza Motorsport 4;X360;2011;Racing;Microsoft Game Studios;2.08;1.97;0.06;0.46;4.57;91;83;8.2;619;E
Splatoon;WiiU;2015;Shooter;Nintendo;1.56;1.24;1.48;0.26;4.54;81;88;8.5;1189;E10+
Mario & Sonic at the Olympic Winter Games;Wii;2009;Sports;Sega;1.87;1.96;0.22;0.48;4.53; ; ; ; ;
Madden NFL 2005;PS2;2004;Sports;Electronic Arts;4.18;0.26;0.01;0.08;4.53;91;30;7.9;78;E
Guitar Hero III: Legends of Rock;X360;2007;Misc;Activision;3.19;0.91;0.01;0.42;4.53;85;69;7.9;167;T
The Legend of Zelda: Ocarina of Time;3DS;2011;Action;Nintendo;2.18;1.38;0.63;0.32;4.51; ; ; ; ;
Pitfall!;2600;1981;Platform;Activision;4.21;0.24;0;0.05;4.5; ; ; ; ;
Madden NFL 07;PS2;2006;Sports;Electronic Arts;3.63;0.24;0.01;0.61;4.49;84;29;8.2;39;E
Spider-Man: The Movie;PS2;2002;Action;Activision;2.71;1.51;0.03;0.23;4.48;76;25;7.9;42;E
Super Mario 3D World;WiiU;2013;Platform;Nintendo;2.18;1.23;0.73;0.34;4.47;93;83;9;1615;E
Dragon Quest VII: Warriors of Eden;PS;2000;Role-Playing;Enix Corporation;0.2;0.14;4.1;0.02;4.47; ; ; ; ;
God of War;PS2;2005;Action;Sony Computer Entertainment;2.71;1.29;0.02;0.43;4.45;94;75;8.9;1007;M
Nintendo Land;WiiU;2012;Misc;Nintendo;2.52;1.11;0.46;0.33;4.42;77;61;7.9;473;E10+
Tony Hawks Pro Skater 3;PS2;2001;Sports;Activision;2.66;1.29;0.01;0.46;4.41;97;34;7.5;298;T
Winning Eleven: Pro Evolution Soccer 2007;PS2;2006;Sports;Konami Digital Entertainment;0.1;2.39;1.05;0.86;4.39;86;19;8.9;33;E
The Elder Scrolls IV: Oblivion;X360;2006;Role-Playing;Take-Two Interactive;2.83;1.03;0.13;0.4;4.39;94;90;8.7;1113;M
Zelda II: The Adventure of Link;NES;1987;Adventure;Nintendo;2.19;0.5;1.61;0.08;4.38; ; ; ; ;
Call of Duty: Advanced Warfare;PS3;2014;Shooter;Activision;1.57;1.93;0.19;0.69;4.38; ; ;4.8;207;M
Fallout 4;XOne;2015;Role-Playing;Bethesda Softworks;2.59;1.37;0.01;0.4;4.37;88;39;6.2;1759;M
Need for Speed: Most Wanted;PS2;2005;Racing;Electronic Arts;2.03;1.79;0.08;0.47;4.37;82;36;9.1;138;T
Michael Jackson: The Experience;Wii;2010;Misc;Ubisoft;2.64;1.33;0.01;0.39;4.36;56;37;8.3;32;E10+
Resistance: Fall of Man;PS3;2006;Shooter;Sony Computer Entertainment;1.74;1.72;0.14;0.75;4.35;86;70;8.1;718;M
Sonic the Hedgehog;GEN;1991;Platform;Sega;3.03;0.91;0.26;0.13;4.34; ; ; ; ;
Kingdom Hearts II;PS2;2005;Role-Playing;Square Enix;2.2;0.58;1.38;0.17;4.33;87;64;9;778;E10+
Call of Duty: Advanced Warfare;X360;2014;Shooter;Activision;2.79;1.13;0;0.4;4.32; ; ;4.9;221;M
Asteroids;2600;1980;Shooter;Atari;4;0.26;0;0.05;4.31; ; ; ; ;
FIFA 15;PS3;2014;Sports;Electronic Arts;0.58;3.02;0.04;0.64;4.28; ; ;4.5;110;E
Fable II;X360;2008;Role-Playing;Microsoft Game Studios;2.51;1.24;0.11;0.41;4.27;89;95;6.5;2427;M
Batman: Arkham Asylum;PS3;2009;Action;Eidos Interactive;2.24;1.31;0.07;0.61;4.24;91;70;8.9;1130;T
Namco Museum;GBA;2001;Misc;Namco Bandai Games;3;1.11;0.05;0.07;4.24;79;10;7.3;6;E
Metal Gear Solid 3: Snake Eater;PS2;2004;Action;Konami Digital Entertainment;1.46;0;0.83;1.93;4.23;91;68;9.3;968;M
FIFA 14;X360;2013;Sports;Electronic Arts;0.93;2.89;0.01;0.4;4.22;84;41;4.2;436;E
Assassins Creed: Revelations;PS3;2011;Action;Ubisoft;1.41;2.01;0.1;0.7;4.22;80;39;7.5;620;M
Daxter;PSP;2006;Platform;Sony Computer Entertainment;2.45;1.01;0;0.75;4.21;85;59;8.7;109;E10+
Warcraft II: Tides of Darkness;PC;1995;Strategy;Activision;1.7;2.27;0;0.23;4.21; ; ; ; ;
FIFA Soccer 06;PS2;2005;Sports;Electronic Arts;0.78;2.55;0.04;0.84;4.21;80;32;7.8;47;E
EyeToy Play;PS2;2003;Misc;Sony Computer Entertainment;0.88;2.3;0.2;0.83;4.2;80;32;7.5;22;E
Assassins Creed: Revelations;X360;2011;Action;Ubisoft;2.25;1.47;0.04;0.43;4.2;80;77;7.2;570;M
Gran Turismo 5 Prologue;PS3;2007;Racing;Sony Computer Entertainment;1.28;1.82;0.57;0.52;4.19;80;67;7.1;120;E
FIFA 12;X360;2011;Sports;Electronic Arts;0.85;2.78;0.02;0.53;4.18; ; ; ; ;
Teenage Mutant Ninja Turtles;NES;1989;Action;Palcom;3.38;0.44;0.31;0.04;4.17; ; ; ; ;
Street Fighter IV;PS3;2009;Fighting;Capcom;2.03;1.04;0.58;0.52;4.17;94;61;7.3;331;T
Excitebike;NES;1984;Racing;Nintendo;2.04;0.48;1.57;0.07;4.16; ; ; ; ;
Frogger;PS;1997;Action;Hasbro Interactive;3.79;0.27;0;0.11;4.16; ; ; ; ;
Madden NFL 2003;PS2;2002;Sports;Electronic Arts;3.36;0.21;0.01;0.56;4.14;95;25;7.7;65;E
The Witcher 3: Wild Hunt;PS4;2015;Role-Playing;Namco Bandai Games;1.07;2.22;0.23;0.62;4.14;92;79;9.2;10270;M
Half-Life;PC;1997;Shooter;Vivendi Games;4.03;0;0.09;0;4.12;96;24;9.1;3179;M
Super Mario World 2: Yoshis Island;SNES;1995;Platform;Nintendo;1.65;0.61;1.76;0.09;4.12; ; ; ; ;
FIFA Soccer 07;PS2;2006;Sports;Electronic Arts;0.71;2.48;0.03;0.89;4.11; ; ; ; ;
Street Fighter II Turbo;SNES;1992;Fighting;Capcom;1.42;0.51;2.1;0.07;4.1; ; ; ; ;
Watch Dogs;PS4;2014;Action;Ubisoft;1.4;1.93;0.11;0.65;4.09;80;80;6.3;3018;M
World of Warcraft: The Burning Crusade;PC;2007;Role-Playing;Activision;2.57;1.52;0;0;4.09;91;46;7.9;789;T
Batman: Arkham Knight;PS4;2015;Action;Warner Bros. Interactive Entertainment;1.59;1.73;0.11;0.66;4.09;87;89;7.6;2715;M
God of War II;PS2;2007;Action;Sony Computer Entertainment;2.32;0.04;0.04;1.67;4.07;93;70;8.9;718;M
Far Cry 4;PS4;2014;Shooter;Ubisoft;1.15;2.18;0.1;0.63;4.06;85;83;7.7;1663;M
Fallout: New Vegas;X360;2010;Role-Playing;Bethesda Softworks;2.66;1.03;0.04;0.33;4.06;84;81;8.1;775;M
World Soccer Winning Eleven 9;PS2;2005;Sports;Konami Digital Entertainment;0.12;2.26;0.9;0.77;4.06; ; ;8.2;23;E
Carnival Games;Wii;2007;Misc;Take-Two Interactive;2.12;1.47;0.05;0.42;4.05;56;27;6;44;E
Forza Motorsport 2;X360;2007;Racing;Microsoft Game Studios;2.35;1.27;0.03;0.41;4.05;90;66;8.3;381;E
Namco Museum Vol.3;PS;1996;Misc;Sony Computer Entertainment;2.28;1.55;0.16;0.06;4.05; ; ; ; ;
Tekken Tag Tournament;PS2;2000;Fighting;Namco Bandai Games;1.68;1.51;0.51;0.35;4.05;85;25;8.5;118;T
Star Fox 64;N64;1997;Shooter;Nintendo;2.78;0.58;0.64;0.04;4.03; ; ; ; ;
Golf;NES;1984;Sports;Nintendo;1.22;0.28;2.46;0.04;4.01; ; ; ; ;
Tom Clancys The Division;PS4;2016;Shooter;Ubisoft;1.37;1.85;0.15;0.63;4;80;64;7;2234;M
Assassins Creed: Unity;PS4;2014;Action;Ubisoft;1.2;2.09;0.08;0.63;3.99;70;40;4.9;2069;M
Namco Museum: 50th Anniversary;PS2;2005;Misc;Namco Bandai Games;2.08;1.35;0;0.54;3.98;61;21; ; ;E10+
Left 4 Dead 2;X360;2009;Shooter;Electronic Arts;2.67;0.87;0.05;0.38;3.97;89;76;8.6;684;M
Fallout 3;PS3;2008;Role-Playing;Bethesda Softworks;2.16;1.13;0.07;0.59;3.95;90;57;8;916;M
The Legend of Zelda: Skyward Sword;Wii;2011;Action;Nintendo;2.03;1.17;0.37;0.38;3.95;93;81;7.9;1972;E10+
Professor Layton and the Diabolical Box;DS;2007;Puzzle;Nintendo;0.9;1.76;0.92;0.37;3.94;84;65;8.8;73;E10+
The Elder Scrolls V: Skyrim;PC;2011;Role-Playing;Bethesda Softworks;1.16;2.16;0;0.6;3.92;94;32;8.1;9142;M
Nintendogs + cats;3DS;2011;Simulation;Nintendo;1.44;1.47;0.73;0.27;3.92; ; ; ; ;
Monster Hunter 4 Ultimate;3DS;2014;Role-Playing;Nintendo;0.7;0.48;2.62;0.11;3.92;86;80;8.7;348;T
Star Wars Battlefront (2015);XOne;2015;Shooter;Electronic Arts;2.24;1.3;0.02;0.35;3.91; ; ; ; ;
Donkey Kong Land;G;1994;Platform;Nintendo;1.97;0.76;1.07;0.11;3.91; ; ; ; ;
EA Sports Active;Wii;2009;Sports;Electronic Arts;2.09;1.35;0.06;0.4;3.91;81;27;8.7;39;E
NBA 2K16;PS4;2015;Sports;Take-Two Interactive;2.51;0.66;0.04;0.69;3.9;87;51;6.7;369;E10+
Tony Hawks Underground;PS2;2003;Sports;Activision;2.29;1.17;0.01;0.42;3.9;90;38;8.7;121;T
Tekken 5;PS2;2005;Fighting;Namco Bandai Games;0.93;1.94;0.31;0.7;3.87;88;62;8.7;233;T
Dragon Warrior III;NES;1988;Role-Playing;Enix Corporation;0.1;0;3.77;0;3.87; ; ; ; ;
MotorStorm;PS3;2006;Racing;Sony Computer Entertainment;1.53;1.6;0.06;0.67;3.87;84;9;7.3;224;T
World Soccer Winning Eleven 8 International;PS2;2004;Sports;Konami Digital Entertainment;0.16;1.89;1.12;0.68;3.85;91;26;9.1;38;E
Sports Champions;PS3;2010;Sports;Sony Computer Entertainment;2.13;1.12;0.1;0.5;3.85;76;64;7.9;104;E10+
Namco Museum Vol.1;PS;1995;Misc;Sony Computer Entertainment;2.12;1.44;0.22;0.06;3.84; ; ; ; ;
Call of Duty: Ghosts;PS4;2013;Shooter;Activision;1.78;1.43;0.05;0.57;3.83;78;49;3.7;1570;M
The Legend of Zelda: Links Awakening;G;1992;Action;Nintendo;2.21;0.96;0.54;0.13;3.83; ; ; ; ;
Flash Focus: Vision Training in Minutes a Day;DS;2007;Misc;Nintendo;0.86;1.56;1.05;0.35;3.83;59;22;4;4;E
Big Brain Academy: Wii Degree;Wii;2007;Misc;Nintendo;1.05;1.91;0.41;0.42;3.79;68;33;6.9;39;E
Resident Evil Directors Cut;PS;1996;Action;Virgin Interactive;1.82;1.24;0.47;0.25;3.77; ; ; ; ;
Mario & Luigi: Bowsers Inside Story;DS;2009;Role-Playing;Nintendo;2.23;0.47;0.81;0.26;3.77; ; ; ; ;
LEGO Indiana Jones: The Original Adventures;X360;2008;Action;Activision;2.4;1.01;0;0.36;3.76;77;60;7.5;65;E10+
The Sims: Unleashed;PC;2002;Simulation;Electronic Arts;2.03;1.56;0;0.17;3.76;79;21;7.7;30;T
Ratchet & Clank: Size Matters;PSP;2007;Platform;Sony Computer Entertainment;1.4;1.39;0.1;0.86;3.74; ; ; ; ;
Harry Potter and the Sorcerers Stone;PS;2001;Action;Electronic Arts;1.37;2;0.14;0.22;3.73;64;11;7.5;43;E
Assassins Creed IV: Black Flag;PS3;2013;Action;Ubisoft;1.33;1.69;0.13;0.57;3.72;88;36;8.1;846;M
Mario & Sonic at the London 2012 Olympic Games;Wii;2011;Sports;Sega;1.12;1.87;0.27;0.45;3.72; ; ; ; ;
Resident Evil 3: Nemesis;PS;1999;Action;Eidos Interactive;1.3;0.77;1.54;0.11;3.72; ; ; ; ;
Super Paper Mario;Wii;2007;Platform;Nintendo;1.95;0.86;0.59;0.31;3.72;85;56;7.9;423;E
Spyro: Year of the Dragon;PS;2000;Platform;Sony Computer Entertainment;1.93;1.58;0;0.19;3.71;91;15;8.8;210;E
FIFA Soccer 2005;PS2;2004;Sports;Electronic Arts;0.58;2.48;0.04;0.59;3.7;81;27;7.6;56;E
Pok\xc3\xa9mon Trading Card Game;G;1998;Strategy;Nintendo;1.49;0.73;1.38;0.1;3.7; ; ; ; ;
Friend Collection;DS;2009;Misc;Nintendo;0;0;3.67;0;3.67; ; ; ; ;
Tony Hawks Pro Skater 4;PS2;2002;Sports;Activision;2.13;1.18;0.01;0.35;3.67;94;27;8.5;129;T
MySims;DS;2007;Simulation;Electronic Arts;1.58;1.59;0.08;0.41;3.66;67;15;6.9;14;E
Midnight Club 3: DUB Edition;PSP;2005;Racing;Take-Two Interactive;1.65;1.21;0;0.79;3.65;74;34;8.4;31;E10+
Banjo-Kazooie;N64;1998;Platform;Nintendo;1.87;1.13;0.55;0.1;3.65; ; ; ; ;
SOCOM: U.S. Navy SEALs;PS2;2002;Shooter;Sony Computer Entertainment;2.53;0.81;0.06;0.24;3.65;82;42;7.9;83;M
Jak and Daxter: The Precursor Legacy;PS2;2001;Platform;Sony Computer Entertainment;2.08;1.09;0.15;0.33;3.64;90;35;8.7;314;E
Pokemon Snap;N64;1999;Simulation;Nintendo;2.23;0.68;0.66;0.06;3.63; ; ; ; ;
Pro Evolution Soccer 2008;PS2;2007;Sports;Konami Digital Entertainment;0.05;0;0.64;2.93;3.63;82;10;7.9;38;E
Resident Evil 4;PS2;2005;Action;Capcom;2.08;0.83;0.46;0.25;3.62;96;38;8.9;1025;M
FIFA Soccer 10;PS3;2009;Sports;Electronic Arts;0.6;2.45;0.05;0.52;3.62;91;56;7.5;204;E
Guitar Hero: World Tour;Wii;2008;Misc;Activision;2.32;0.96;0;0.34;3.62;86;18;7.6;71;T
Battlefield 4;PS4;2013;Shooter;Electronic Arts;1.37;1.55;0.17;0.52;3.61;85;18;6.9;1586;M
Star Wars: Battlefront;PS2;2004;Shooter;LucasArts;1.93;1.22;0.03;0.44;3.61;82;36;8.7;143;T
Doom II: Hell on Earth;PC;1994;Shooter;Virgin Interactive;2.05;1.4;0;0.16;3.61; ; ; ; ;
The Simpsons: Road Rage;PS2;2001;Racing;Electronic Arts;2.02;1.17;0;0.42;3.61;64;23;7.7;32;T
Luigis Mansion;GC;2001;Action;Nintendo;2.38;0.67;0.46;0.1;3.6;78;34;8.6;162;E
Just Dance 2014;Wii;2013;Misc;Ubisoft;1.89;1.39;0;0.31;3.59; ; ;6.2;10;E10+
Star Wars: Battlefront II;PS2;2005;Shooter;LucasArts;2.18;1.02;0.03;0.37;3.59;84;30;9;268;T
Cooking Mama 2: Dinner With Friends;DS;2007;Simulation;505 Games;1.6;1.49;0.1;0.39;3.58;70;39;8;9;E
WWF SmackDown!;PS;2000;Fighting;THQ;2.01;1.35;0.06;0.16;3.58; ; ; ; ;
Croc: Legend of the Gobbos;PS;1997;Platform;Fox Interactive;1.57;1.79;0;0.2;3.56; ; ; ; ;
Call of Duty: Infinite Warfare;XOne;2016;Shooter;Activision;2.25;0.98;0;0.33;3.56;78;18;3.2;315;M
Assassins Creed: Unity;XOne;2014;Action;Ubisoft;2.32;0.9;0;0.33;3.56;72;59;4.1;1008;M
Grand Theft Auto: Liberty City Stories;PS2;2006;Action;Take-Two Interactive;1.56;1.4;0.07;0.5;3.54;78;49;7.8;112;M
The Getaway;PS2;2002;Action;Sony Computer Entertainment;1.23;1.77;0.05;0.49;3.54;72;49;6.8;89;M
Tomb Raider III: Adventures of Lara Croft;PS;1997;Action;Eidos Interactive;1.66;1.58;0.12;0.18;3.54; ; ; ; ;
James Bond 007: Agent Under Fire;PS2;2001;Shooter;Electronic Arts;1.9;1.13;0.1;0.41;3.53;72;27;7.9;48;T
LEGO Star Wars: The Video Game;PS2;2005;Action;Eidos Interactive;1.98;1.14;0.01;0.41;3.53; ; ; ; ;
Rugrats in Paris: The Movie;PS;2000;Action;THQ;1.96;1.33;0;0.23;3.52; ; ; ; ;
FIFA Soccer 11;X360;2010;Sports;Electronic Arts;0.71;2.39;0.02;0.4;3.52;88;66;7.5;155;E
Spyro 2: Riptos Rage!;PS;1999;Platform;Sony Computer Entertainment;2.14;1.21;0.01;0.17;3.52; ; ; ; ;
Left 4 Dead;X360;2008;Shooter;Electronic Arts;2.66;0.49;0.05;0.3;3.51;89;67;7.9;1309;M
Donkey Kong Country 3: Dixie Kongs Double Trouble!;SNES;1996;Platform;Nintendo;1.17;0.5;1.75;0.08;3.51; ; ; ; ;
Resident Evil 5;X360;2009;Action;Capcom;2.11;0.93;0.12;0.34;3.5;83;91;7.5;526;M
Kung Fu;NES;1985;Action;Nintendo;1.64;0.38;1.42;0.06;3.5; ; ; ; ;
Assassins Creed: Brotherhood;X360;2010;Action;Ubisoft;2.85;0.38;0.03;0.24;3.5;89;81;8.3;700;M
Battlefield 4;PS3;2013;Shooter;Electronic Arts;1.31;1.42;0.27;0.5;3.5;80;14;5.8;580;M
FIFA Soccer 2004;PS2;2003;Sports;Electronic Arts;0.59;2.36;0.04;0.51;3.49;84;20;6.4;76;E
Battlefield 4;X360;2013;Shooter;Electronic Arts;2.15;1.02;0.02;0.31;3.49;79;21;5.6;546;M
Batman: Arkham Asylum;X360;2009;Action;Eidos Interactive;2.21;0.95;0.02;0.31;3.49;92;78;8.7;1083;T
Battlefield: Bad Company 2;X360;2010;Shooter;Electronic Arts;2.1;1.01;0.04;0.32;3.48;88;75;8.6;870;M
Gears of War: Ultimate Edition;XOne;2015;Shooter;Microsoft Game Studios;2.78;0.34;0;0.36;3.47;82;74;7.5;570;M
Mario & Sonic at the Olympic Winter Games;DS;2009;Sports;Sega;1.21;1.62;0.27;0.37;3.46; ; ; ; ;
Guitar Hero: On Tour;DS;2008;Misc;Activision;2.1;1.01;0.01;0.35;3.46;71;70;8.8;29;E10+
Clubhouse Games;DS;2006;Misc;Nintendo;0.59;1.79;0.73;0.34;3.45;83;30;8.4;28;E
Borderlands;X360;2009;Shooter;Take-Two Interactive;2.4;0.71;0.03;0.29;3.44;84;83;8.2;717;M
Monster Hunter 4;3DS;2013;Role-Playing;Capcom;0;0;3.44;0;3.44; ; ; ; ;
Assassins Creed Syndicate;PS4;2015;Action;Ubisoft;0.84;2.01;0.07;0.53;3.44;76;86;6.8;1341;M
Tekken 4;PS2;2002;Fighting;Namco Bandai Games;1.55;1.27;0.33;0.29;3.44;79;23;8.3;126;T
Battlefield 1;XOne;2016;Shooter;Electronic Arts;2.14;0.97;0.01;0.32;3.44;87;38;8.1;470;M
Metal Gear Solid V: The Phantom Pain;PS4;2015;Action;Konami Digital Entertainment;1.1;1.36;0.49;0.48;3.43;93;86;8.2;3987;M
Final Fantasy III;SNES;1994;Role-Playing;SquareSoft;0.86;0;2.55;0.02;3.42; ; ; ; ;
Grand Theft Auto 2;PS;1998;Action;Take-Two Interactive;1.13;2.07;0;0.22;3.42;70;15;8;67;T
Spider-Man 2;PS2;2004;Action;Activision;1.75;1.2;0.02;0.43;3.41;80;50;8.9;109;T
F-1 Race;G;1990;Racing;Nintendo;1.73;0.69;0.59;0.4;3.41; ; ; ; ;
LittleBigPlanet 2;PS3;2011;Platform;Sony Computer Entertainment;1.83;1.05;0.06;0.46;3.4;91;86;8.4;660;E
LEGO Batman: The Videogame;X360;2008;Action;Warner Bros. Interactive Entertainment;2.04;1.03;0;0.32;3.4;76;49;7.9;75;E10+
FIFA Soccer 2003;PS2;2002;Sports;Electronic Arts;0.46;2.28;0.05;0.61;3.4;88;15;6.7;35;E
Crash Bash;PS;2000;Misc;Sony Computer Entertainment;1.56;1.47;0.19;0.17;3.39;68;12;8.3;100;E
Destiny;XOne;2014;Shooter;Activision;2.14;0.92;0;0.31;3.38;75;11;5.5;1736;T
Monster Hunter X;3DS;2015;Action;Capcom;0.29;0.23;2.8;0.05;3.37; ; ; ; ;
Final Fantasy XV;PS4;2016;Role-Playing;Square Enix;1.01;1.12;0.81;0.42;3.37;82;102;7.7;2659;T
WWF War Zone;PS;1998;Fighting;Acclaim Entertainment;2.47;0.76;0;0.13;3.36; ; ; ; ;
The Legend of Zelda: Majoras Mask;N64;2000;Action;Nintendo;1.9;0.67;0.73;0.06;3.36; ; ; ; ;
Far Cry 3;PS3;2012;Shooter;Ubisoft;0.88;1.7;0.1;0.67;3.35;90;32;8.5;1046;M
Rugrats: Search For Reptar;PS;1998;Adventure;THQ;1.63;1.53;0;0.18;3.34; ; ; ; ;
Yokai Watch 2 Ganso/Honke;3DS;2014;Role-Playing;Nintendo;0.13;0;3.18;0.02;3.33; ; ; ; ;
English Training: Have Fun Improving Your Skills!;DS;2006;Misc;Nintendo;0;0.99;2.32;0.02;3.33; ; ; ; ;
James Bond 007: Nightfire;PS2;2002;Shooter;Electronic Arts;1.45;1.29;0.12;0.46;3.33;77;20;8.5;66;T
Ratchet & Clank;PS2;2002;Platform;Sony Computer Entertainment;1.44;1.01;0.57;0.3;3.33; ; ; ; ;
Star Wars Episode III: Revenge of the Sith;PS2;2005;Action;LucasArts;1.47;1.39;0.03;0.43;3.32;60;34;7.2;82;T
The Legend of Zelda: Spirit Tracks;DS;2009;Action;Nintendo;1.4;0.91;0.74;0.26;3.31;87;75;7.8;231;E10+
Max Payne;PS2;2001;Shooter;Take-Two Interactive;1.99;1.05;0.05;0.22;3.31;80;21;8.4;87;M
Halo: The Master Chief Collection;XOne;2014;Shooter;Microsoft Game Studios;1.98;1;0.03;0.3;3.31;85;69;7.2;1272;M
Assassins Creed IV: Black Flag;X360;2013;Action;Ubisoft;1.9;1.11;0.01;0.29;3.31;86;35;7.9;706;M
Minecraft;XOne;2014;Misc;Microsoft Game Studios;1.97;1.04;0;0.3;3.3; ; ; ; ;
The Lord of the Rings: The Return of the King;PS2;2003;Action;Electronic Arts;1.5;1.28;0.05;0.46;3.28;85;31;8.6;106;T
Super Mario Maker;WiiU;2015;Platform;Nintendo;1.21;0.92;0.95;0.2;3.28;88;85;8.7;698;E
Gran Turismo 6;PS3;2013;Racing;Sony Computer Entertainment;0.74;1.68;0.4;0.45;3.28;81;81;7.7;762;E
True Crime: Streets of LA;PS2;2003;Action;Activision;1.89;1.05;0.02;0.31;3.27;77;39;8;94;M
Professor Layton and the Unwound Future;DS;2008;Puzzle;Nintendo;0.61;1.57;0.82;0.27;3.26;86;62;9.2;111;E10+
FIFA 16;XOne;2015;Sports;Electronic Arts;0.9;2.12;0;0.24;3.26;84;45;4.4;463;E
Gran Turismo (PSP);PSP;2009;Racing;Sony Computer Entertainment;0.5;1.58;0.31;0.87;3.26; ; ; ; ;
Madden NFL 16;PS4;2015;Sports;Electronic Arts;2.35;0.3;0;0.6;3.26;83;37;5.9;180;E
Wii Music;Wii;2008;Misc;Nintendo;1.35;1.11;0.46;0.32;3.25;63;43;4.6;116;E
Tekken;PS;1995;Fighting;Sony Computer Entertainment;0.95;1.3;0.77;0.22;3.24; ; ; ; ;
FIFA 17;XOne;2016;Sports;Electronic Arts;0.72;2.3;0;0.22;3.24;84;51;5.4;210;E
The Sims 4;PC;2014;Simulation;Electronic Arts;1.05;1.93;0;0.24;3.23;70;74;3.9;2075;T
007: Tomorrow Never Dies;PS;1999;Shooter;Electronic Arts;1.72;1.33;0;0.16;3.21; ; ; ; ;
Baseball;NES;1983;Sports;Nintendo;0.73;0.1;2.35;0.02;3.2; ; ; ; ;
WWF SmackDown! 2: Know Your Role;PS;2000;Fighting;THQ;1.76;1.21;0.07;0.16;3.2; ; ; ; ;
Killer Instinct;SNES;1995;Fighting;Nintendo;2.26;0.72;0.12;0.1;3.2; ; ; ; ;
Dragon Quest VI: Maboroshi no Daichi;SNES;1995;Role-Playing;Enix Corporation;0;0;3.19;0;3.19; ; ; ; ;
God of War: Chains of Olympus;PSP;2008;Action;Sony Computer Entertainment;1.48;1;0.04;0.66;3.18;91;79;8.6;566;M
L.A. Noire;PS3;2011;Adventure;Take-Two Interactive;1.28;1.29;0.12;0.5;3.18;89;78;7.7;1017;M
Enter the Matrix;PS2;2003;Action;Atari;1.78;1.12;0.09;0.19;3.18;62;30;8.1;137;T
Crisis Core: Final Fantasy VII;PSP;2007;Role-Playing;Square Enix;1.35;0.59;0.8;0.43;3.18;83;67;8;465;T
Dance Central;X360;2010;Misc;MTV Games;2.15;0.76;0.01;0.26;3.17;82;63;7.6;85;T
Ace Combat 04: Shattered Skies;PS2;2001;Simulation;Sony Computer Entertainment Europe;2.06;0.56;0.38;0.17;3.17;89;22;9.1;97;E
Animal Crossing: Happy Home Designer;3DS;2015;Simulation;Nintendo;0.55;1.07;1.41;0.13;3.16;66;60;6.8;107;E
Animal Crossing;GC;2001;Simulation;Nintendo;1.92;0.16;0.99;0.09;3.15;87;42;8.9;138;E
FIFA Soccer 08;PS2;2007;Sports;Electronic Arts;0.68;0;0;2.46;3.14;83;12;6.5;36;E
Mario Party 9;Wii;2012;Misc;Nintendo;1.06;1.1;0.76;0.22;3.14;73;45;6.8;159;E
Club Penguin: Elite Penguin Force;DS;2008;Adventure;Disney Interactive Studios;1.87;0.97;0;0.3;3.14; ; ;8;37;E
Spider-Man;PS;2000;Action;Activision;1.7;1.25;0.02;0.16;3.13;87;19;8.9;109;E
The Legend of Zelda: A Link Between Worlds;3DS;2013;Action;Nintendo;1.41;1.03;0.46;0.23;3.13;91;81;8.9;1070;E
