Name;Platform;Year_of_Release;Genre;Publisher;Global_Sales;User_Score;Price
SOCOM: U.S. Navy SEALs;PS2;2002;Shooter;Sony Computer Entertainment;3.65;7.9;31
Jak and Daxter: The Precursor Legacy;PS2;2001;Platform;Sony Computer Entertainment;3.64;8.7;38
Pokemon Snap;N64;1999;Simulation;Nintendo;3.63;0;6
Pro Evolution Soccer 2008;PS2;2007;Sports;Konami Digital Entertainment;3.63;7.9;35
Resident Evil 4;PS2;2005;Action;Capcom;3.62;8.9;35
FIFA Soccer 10;PS3;2009;Sports;Electronic Arts;3.62;7.5;40
Guitar Hero: World Tour;Wii;2008;Misc;Activision;3.62;7.6;20
Battlefield 4;PS4;2013;Shooter;Electronic Arts;3.61;6.9;12
Star Wars: Battlefront;PS2;2004;Shooter;LucasArts;3.61;8.7;30
Doom II: Hell on Earth;PC;1994;Shooter;Virgin Interactive;3.61;0;11
The Simpsons: Road Rage;PS2;2001;Racing;Electronic Arts;3.61;7.7;18
Luigis Mansion;GC;2001;Action;Nintendo;3.6;8.6;25
Just Dance 2014;Wii;2013;Misc;Ubisoft;3.59;6.2;21
Star Wars: Battlefront II;PS2;2005;Shooter;LucasArts;3.59;9;16
Cooking Mama 2: Dinner With Friends;DS;2007;Simulation;505 Games;3.58;8;38
WWF SmackDown!;PS;2000;Fighting;THQ;3.58;0;19
Croc: Legend of the Gobbos;PS;1997;Platform;Fox Interactive;3.56;0;12
Call of Duty: Infinite Warfare;XOne;2016;Shooter;Activision;3.56;3.2;24
Assassins Creed: Unity;XOne;2014;Action;Ubisoft;3.56;4.1;15
Grand Theft Auto: Liberty City Stories;PS2;2006;Action;Take-Two Interactive;3.54;7.8;29
The Getaway;PS2;2002;Action;Sony Computer Entertainment;3.54;6.8;32
Tomb Raider III: Adventures of Lara Croft;PS;1997;Action;Eidos Interactive;3.54;0;8
James Bond 007: Agent Under Fire;PS2;2001;Shooter;Electronic Arts;3.53;7.9;24
LEGO Star Wars: The Video Game;PS2;2005;Action;Eidos Interactive;3.53;0;14
Rugrats in Paris: The Movie;PS;2000;Action;THQ;3.52;0;44
FIFA Soccer 11;X360;2010;Sports;Electronic Arts;3.52;7.5;24
Spyro 2: Riptos Rage!;PS;1999;Platform;Sony Computer Entertainment;3.52;0;7
Left 4 Dead;X360;2008;Shooter;Electronic Arts;3.51;7.9;32
Donkey Kong Country 3: Dixie Kongs Double Trouble!;SNES;1996;Platform;Nintendo;3.51;0;7
Resident Evil 5;X360;2009;Action;Capcom;3.5;7.5;14
Kung Fu;NES;1985;Action;Nintendo;3.5;0;3
Assassins Creed: Brotherhood;X360;2010;Action;Ubisoft;3.5;8.3;31
Battlefield 4;PS3;2013;Shooter;Electronic Arts;3.5;5.8;18
FIFA Soccer 2004;PS2;2003;Sports;Electronic Arts;3.49;6.4;19
Battlefield 4;X360;2013;Shooter;Electronic Arts;3.49;5.6;34
Batman: Arkham Asylum;X360;2009;Action;Eidos Interactive;3.49;8.7;29
Battlefield: Bad Company 2;X360;2010;Shooter;Electronic Arts;3.48;8.6;14
Gears of War: Ultimate Edition;XOne;2015;Shooter;Microsoft Game Studios;3.47;7.5;29
Mario & Sonic at the Olympic Winter Games;DS;2009;Sports;Sega;3.46;0;12
Guitar Hero: On Tour;DS;2008;Misc;Activision;3.46;8.8;27
Clubhouse Games;DS;2006;Misc;Nintendo;3.45;8.4;36
Borderlands;X360;2009;Shooter;Take-Two Interactive;3.44;8.2;11
Monster Hunter 4;3DS;2013;Role-Playing;Capcom;3.44;0;44
Assassins Creed Syndicate;PS4;2015;Action;Ubisoft;3.44;6.8;22
Tekken 4;PS2;2002;Fighting;Namco Bandai Games;3.44;8.3;29
Battlefield 1;XOne;2016;Shooter;Electronic Arts;3.44;8.1;29
Metal Gear Solid V: The Phantom Pain;PS4;2015;Action;Konami Digital Entertainment;3.43;8.2;10
Final Fantasy III;SNES;1994;Role-Playing;SquareSoft;3.42;0;8
Grand Theft Auto 2;PS;1998;Action;Take-Two Interactive;3.42;8;7
Spider-Man 2;PS2;2004;Action;Activision;3.41;8.9;28
F-1 Race;G;1990;Racing;Nintendo;3.41;0;13
LittleBigPlanet 2;PS3;2011;Platform;Sony Computer Entertainment;3.4;8.4;40
LEGO Batman: The Videogame;X360;2008;Action;Warner Bros. Interactive Entertainment;3.4;7.9;10
FIFA Soccer 2003;PS2;2002;Sports;Electronic Arts;3.4;6.7;20
Crash Bash;PS;2000;Misc;Sony Computer Entertainment;3.39;8.3;35
Destiny;XOne;2014;Shooter;Activision;3.38;5.5;15
Monster Hunter X;3DS;2015;Action;Capcom;3.37;0;37
Final Fantasy XV;PS4;2016;Role-Playing;Square Enix;3.37;7.7;22
WWF War Zone;PS;1998;Fighting;Acclaim Entertainment;3.36;0;11
The Legend of Zelda: Majoras Mask;N64;2000;Action;Nintendo;3.36;0;13
Far Cry 3;PS3;2012;Shooter;Ubisoft;3.35;8.5;27
Rugrats: Search For Reptar;PS;1998;Adventure;THQ;3.34;0;14
Yokai Watch 2 Ganso/Honke;3DS;2014;Role-Playing;Nintendo;3.33;0;25
English Training: Have Fun Improving Your Skills!;DS;2006;Misc;Nintendo;3.33;0;36
James Bond 007: Nightfire;PS2;2002;Shooter;Electronic Arts;3.33;8.5;30
Ratchet & Clank;PS2;2002;Platform;Sony Computer Entertainment;3.33;0;35
Star Wars Episode III: Revenge of the Sith;PS2;2005;Action;LucasArts;3.32;7.2;35
The Legend of Zelda: Spirit Tracks;DS;2009;Action;Nintendo;3.31;7.8;15
Max Payne;PS2;2001;Shooter;Take-Two Interactive;3.31;8.4;16
Halo: The Master Chief Collection;XOne;2014;Shooter;Microsoft Game Studios;3.31;7.2;35
Assassins Creed IV: Black Flag;X360;2013;Action;Ubisoft;3.31;7.9;43
Minecraft;XOne;2014;Misc;Microsoft Game Studios;3.3;0;21
The Lord of the Rings: The Return of the King;PS2;2003;Action;Electronic Arts;3.28;8.6;11
Super Mario Maker;WiiU;2015;Platform;Nintendo;3.28;8.7;24
Gran Turismo 6;PS3;2013;Racing;Sony Computer Entertainment;3.28;7.7;26
True Crime: Streets of LA;PS2;2003;Action;Activision;3.27;8;27
Professor Layton and the Unwound Future;DS;2008;Puzzle;Nintendo;3.26;9.2;29
FIFA 16;XOne;2015;Sports;Electronic Arts;3.26;4.4;11
Gran Turismo (PSP);PSP;2009;Racing;Sony Computer Entertainment;3.26;0;18
Madden NFL 16;PS4;2015;Sports;Electronic Arts;3.26;5.9;20
Wii Music;Wii;2008;Misc;Nintendo;3.25;4.6;39
Tekken;PS;1995;Fighting;Sony Computer Entertainment;3.24;0;14
FIFA 17;XOne;2016;Sports;Electronic Arts;3.24;5.4;14
The Sims 4;PC;2014;Simulation;Electronic Arts;3.23;3.9;34
007: Tomorrow Never Dies;PS;1999;Shooter;Electronic Arts;3.21;0;12
Baseball;NES;1983;Sports;Nintendo;3.2;0;14
WWF SmackDown! 2: Know Your Role;PS;2000;Fighting;THQ;3.2;0;12
Killer Instinct;SNES;1995;Fighting;Nintendo;3.2;0;8
Dragon Quest VI: Maboroshi no Daichi;SNES;1995;Role-Playing;Enix Corporation;3.19;0;2
God of War: Chains of Olympus;PSP;2008;Action;Sony Computer Entertainment;3.18;8.6;23
L.A. Noire;PS3;2011;Adventure;Take-Two Interactive;3.18;7.7;14
Enter the Matrix;PS2;2003;Action;Atari;3.18;8.1;35
Crisis Core: Final Fantasy VII;PSP;2007;Role-Playing;Square Enix;3.18;8;39
Dance Central;X360;2010;Misc;MTV Games;3.17;7.6;27
Ace Combat 04: Shattered Skies;PS2;2001;Simulation;Sony Computer Entertainment Europe;3.17;9.1;41
Animal Crossing: Happy Home Designer;3DS;2015;Simulation;Nintendo;3.16;6.8;43
Animal Crossing;GC;2001;Simulation;Nintendo;3.15;8.9;17
FIFA Soccer 08;PS2;2007;Sports;Electronic Arts;3.14;6.5;13
Mario Party 9;Wii;2012;Misc;Nintendo;3.14;6.8;44
Club Penguin: Elite Penguin Force;DS;2008;Adventure;Disney Interactive Studios;3.14;8;20
Spider-Man;PS;2000;Action;Activision;3.13;8.9;17
The Legend of Zelda: A Link Between Worlds;3DS;2013;Action;Nintendo;3.13;8.9;29
Need for Speed III: Hot Pursuit;PS;1998;Racing;Electronic Arts;3.12;0;13
Star Wars Episode I Racer;N64;1999;Racing;Nintendo;3.12;0;10
Sonic Rush;DS;2005;Platform;Sega;3.12;8.5;17
Fallout: New Vegas;PS3;2010;Role-Playing;Bethesda Softworks;3.12;7.8;13
Dragon Warrior IV;NES;1990;Role-Playing;Enix Corporation;3.12;0;12
Personal Trainer: Cooking;DS;2006;Misc;Nintendo;3.12;7.8;19
Rhythm Heaven;DS;2008;Misc;Nintendo;3.11;9;23
The Elder Scrolls IV: Oblivion;PS3;2007;Role-Playing;Ubisoft;3.1;8;44
Resident Evil 6;PS3;2012;Shooter;Capcom;3.1;5.4;18
Mass Effect 2;X360;2010;Role-Playing;Electronic Arts;3.1;8.9;22
Dragon Ball Z: Budokai;PS2;2002;Fighting;Atari;3.09;7.9;13
Madden NFL 2002;PS2;2001;Sports;Electronic Arts;3.08;7.9;37
World Class Track Meet;NES;1986;Sports;Namco Bandai Games;3.08;0;3
Donkey Kong;G;1994;Platform;Nintendo;3.07;0;14
The Sims: Vacation;PC;2002;Simulation;Electronic Arts;3.07;7.8;21
LEGO Batman: The Videogame;Wii;2008;Action;Warner Bros. Interactive Entertainment;3.07;7.9;27
LEGO Batman: The Videogame;DS;2008;Action;Warner Bros. Interactive Entertainment;3.05;8;44
Borderlands 2;X360;2012;Shooter;Take-Two Interactive;3.05;8.2;24
Kung Fu Panda;X360;2008;Action;Activision;3.05;7.4;23
Mass Effect 3;X360;2012;Role-Playing;Electronic Arts;3.04;5.8;26
Saints Row 2;X360;2008;Action;THQ;3.04;8.1;12
Heavy Rain;PS3;2010;Adventure;Sony Computer Entertainment;3.03;7.7;20
Rayman;PS;1995;Platform;Ubisoft;3.03;0;10
Tom Clancys Splinter Cell;X;2002;Action;Ubisoft;3.02;8.5;16
FIFA 14;PS4;2013;Sports;Electronic Arts;3.02;6.3;31
Mike Tysons Punch-Out!!;NES;1987;Fighting;Nintendo;3.02;0;14
WWE SmackDown! Shut Your Mouth;PS2;2002;Sports;THQ;3.02;0;22
NBA 2K13;X360;2012;Sports;Take-Two Interactive;3.01;7.3;10
Killzone 2;PS3;2009;Shooter;Sony Computer Entertainment;3.01;8.1;21
Far Cry 3;X360;2012;Shooter;Ubisoft;3.01;8.6;27
Epic Mickey;Wii;2010;Platform;Disney Interactive Studios;3;7;42
Dragon Ball Z: Budokai Tenkaichi 3;PS2;2007;Fighting;Atari;3;9.2;12
wwe Smackdown vs. Raw 2006;PS2;2005;Fighting;THQ;3;0;16
Star Fox;SNES;1993;Shooter;Nintendo;2.99;0;2
The Sims: Livin Large;PC;2000;Misc;Electronic Arts;2.99;6.6;28
World Soccer Winning Eleven 6 International;PS2;2002;Sports;Konami Digital Entertainment;2.99;9.1;11
Devil May Cry;PS2;2001;Action;Capcom;2.99;8.5;25
Middle-Earth: Shadow of Mordor;PS4;2014;Action;Warner Bros. Interactive Entertainment;2.97;8.1;26
Star Wars: The Old Republic;PC;2011;Role-Playing;Electronic Arts;2.97;5.9;28
Titanfall;XOne;2014;Shooter;Electronic Arts;2.96;6.4;44
Sonic Heroes;PS2;2003;Platform;Sega;2.96;7.8;17
Hitman 2: Silent Assassin;PS2;2002;Action;Eidos Interactive;2.96;7.8;44
Battlefield: Bad Company 2;PS3;2010;Shooter;Electronic Arts;2.95;8.5;12
Wave Race 64;N64;1996;Racing;Nintendo;2.94;0;10
SOCOM II: U.S. Navy SEALs;PS2;2003;Shooter;Sony Computer Entertainment;2.94;9;23
WWE SmackDown! vs. RAW 2006;PS2;2005;Fighting;THQ;2.94;0;22
Street Fighter IV;X360;2009;Fighting;Capcom;2.94;7.3;34
Pac-Man Collection;GBA;2001;Puzzle;Atari;2.94;7.8;20
inFAMOUS;PS3;2009;Action;Sony Computer Entertainment;2.93;8.3;18
Call of Duty: Ghosts;XOne;2013;Shooter;Activision;2.93;4.3;29
FIFA 15;X360;2014;Sports;Electronic Arts;2.92;4.2;24
Kirby Super Star Ultra;DS;2008;Platform;Nintendo;2.92;8.8;43
Super Mario World 2: Yoshis Island;GBA;2002;Platform;Nintendo;2.91;0;13
Mass Effect;X360;2007;Role-Playing;Microsoft Game Studios;2.91;8.7;42
Sonic Mega Collection Plus;PS2;2004;Misc;Sega;2.9;8.6;11
World Soccer Winning Eleven 7 International;PS2;2003;Sports;Konami Digital Entertainment;2.9;9;24
Sega Superstars Tennis;X360;2008;Sports;Sega;2.89;6.8;40
Hot Shots Golf 3;PS2;2001;Sports;Sony Computer Entertainment;2.89;8.9;41
Cooking Mama: Cook Off;Wii;2007;Simulation;505 Games;2.89;5.3;18
WarioWare: Smooth Moves;Wii;2006;Puzzle;Nintendo;2.89;7.4;18
Call of Duty: Finest Hour;PS2;2004;Shooter;Activision;2.89;7.7;34
Syphon Filter;PS;1999;Shooter;Sony Computer Entertainment;2.88;8.7;9
Imagine: Babyz;DS;2007;Simulation;Ubisoft;2.87;7.7;14
Colin McRae Rally;PS;1998;Racing;Codemasters;2.87;0;7
Mortal Kombat X;PS4;2015;Fighting;Warner Bros. Interactive Entertainment;2.86;7.7;39
Madden NFL 13;X360;2012;Sports;Electronic Arts;2.86;5.8;10
The Elder Scrolls III: Morrowind;X;2002;Role-Playing;Ubisoft;2.86;8.7;22
Assassins Creed IV: Black Flag;PS4;2013;Action;Ubisoft;2.85;7.8;20
Yoshis Story;N64;1997;Platform;Nintendo;2.85;0;7
F-Zero;SNES;1990;Racing;Nintendo;2.85;0;6
Command & Conquer: Red Alert;PC;1996;Strategy;Virgin Interactive;2.85;0;11
Mortal Kombat;PS3;2011;Fighting;Warner Bros. Interactive Entertainment;2.85;8.4;24
Madden NFL 10;X360;2009;Sports;Electronic Arts;2.83;6.1;25
WWE SmackDown! vs. Raw;PS2;2002;Fighting;THQ;2.83;0;32
BioShock;X360;2007;Shooter;Take-Two Interactive;2.83;8.9;18
Metroid Prime;GC;2002;Shooter;Nintendo;2.82;9.3;29
Assassins Creed: Brotherhood;PS3;2010;Action;Ubisoft;2.82;8.2;19
Finding Nemo;GBA;2003;Action;THQ;2.82;7;13
Zumba Fitness 2;Wii;2011;Sports;Majesco Entertainment;2.82;0;39
Myst;PC;1994;Adventure;Red Or;2.81;0;14
Medal of Honor;PS3;2010;Shooter;Electronic Arts;2.81;7.5;39
Need for Speed: Most Wanted;PS3;2012;Racing;Electronic Arts;2.81;0;36
Imagine: Fashion Designer;DS;2007;Simulation;Ubisoft;2.8;7.6;42
inFAMOUS: Second Son;PS4;2014;Action;Sony Computer Entertainment;2.8;7.9;39
WWE SmackDown! Here Comes the Pain;PS2;2003;Fighting;THQ;2.8;0;40
Hot Shots Golf;PS;1997;Sports;Sony Computer Entertainment;2.79;0;14
A Bugs Life;PS;1998;Platform;Sony Computer Entertainment;2.79;0;6
WWF SmackDown! Just Bring It;PS2;2001;Fighting;THQ;2.79;0;25
Dragon Quest V: Tenkuu no Hanayome;SNES;1992;Role-Playing;Enix Corporation;2.79;0;4
Mortal Kombat Trilogy;PS;1996;Fighting;GT Interactive;2.79;0;7
Monster Hunter Tri;3DS;2011;Role-Playing;Nintendo;2.79;0;14
NBA Street;PS2;2001;Sports;Electronic Arts;2.79;8.6;40
Jak II;PS2;2003;Platform;Sony Computer Entertainment;2.78;8.2;31
Ratchet & Clank: Going Commando;PS2;2003;Platform;Sony Computer Entertainment;2.78;0;22
Killzone 3;PS3;2011;Shooter;Sony Computer Entertainment;2.78;7.9;12
Need for Speed: Hot Pursuit;PS3;2010;Racing;Electronic Arts;2.78;7.2;15
Skylanders: Spyros Adventure;Wii;2011;Action;Activision;2.78;5.6;26
Battlefield 3;PC;2011;Shooter;Electronic Arts;2.78;7.5;38
The Sims;PS2;2003;Simulation;Electronic Arts;2.77;7.7;43
Star Wars: The Force Unleashed;X360;2008;Action;LucasArts;2.77;6.7;35
Saints Row: The Third;X360;2011;Action;THQ;2.77;7.6;35
Yoshis Island DS;DS;2006;Platform;Nintendo;2.76;7.4;36
Missile Command;2600;1980;Shooter;Atari;2.76;0;4
Mario Paint;SNES;1992;Misc;Nintendo;2.75;0;5
Tekken 6;PS3;2009;Fighting;Namco Bandai Games;2.75;7.4;11
Pok\xc3\xa9mon Stadium 2;N64;2000;Strategy;Nintendo;2.73;0;43
Sonic and the Secret Rings;Wii;2007;Platform;Sega;2.73;6.6;27
Metroid;NES;1986;Action;Nintendo;2.73;0;12
FIFA 16;PS3;2015;Sports;Electronic Arts;2.72;3.1;43
L.A. Noire;X360;2011;Adventure;Take-Two Interactive;2.7;7.8;11
The Legend of Zelda: A Link to the Past;GBA;2002;Action;Nintendo;2.7;9.1;30
Onimusha: Warlords;PS2;2001;Action;Virgin Interactive;2.7;8.2;35
Mario Party;N64;1998;Misc;Nintendo;2.7;0;10
Call of Duty 3;X360;2006;Shooter;Activision;2.7;6.5;18
Madden NFL 12;X360;2011;Sports;Electronic Arts;2.7;5.9;35
LEGO Star Wars II: The Original Trilogy;PS2;2006;Action;LucasArts;2.69;9;39
Killzone: Shadow Fall;PS4;2013;Shooter;Sony Computer Entertainment;2.69;6.8;39
Madden NFL 11;X360;2010;Sports;Electronic Arts;2.69;5.7;28
Yokai Watch 2 Shinuchi;3DS;2014;Role-Playing;Level 5;2.68;0;16
Burnout 3: Takedown;PS2;2004;Racing;Electronic Arts;2.68;9.1;32
Professor Layton and the Last Specter;DS;2009;Puzzle;Nintendo;2.67;8.6;40
Mortal Kombat;GEN;1992;Fighting;Arena Entertainment;2.67;0;9
Mario vs. Donkey Kong: Mini-Land Mayhem!;DS;2010;Puzzle;Nintendo;2.67;7.7;34
Call Of Duty 2: Big Red One;PS2;2005;Shooter;Activision;2.67;8.2;34
Medal of Honor;PS;1998;Shooter;Electronic Arts;2.67;8.6;5
Skate 3;X360;2010;Sports;Electronic Arts;2.66;8;39
Fable;X;2004;Role-Playing;Microsoft Game Studios;2.66;8.5;37
Guitar Hero: World Tour;X360;2008;Misc;Activision;2.66;6.3;13
Hannah Montana;DS;2006;Action;Disney Interactive Studios;2.65;6.7;41
Tom Clancys Splinter Cell;PS2;2003;Action;Ubisoft;2.65;7.7;15
Super Mario Bros.: The Lost Levels;NES;1986;Platform;Nintendo;2.65;0;10
Need for Speed: Shift;PS3;2009;Racing;Electronic Arts;2.65;6.9;35
Star Wars: Shadows of the Empire;N64;1996;Action;Nintendo;2.65;0;2
Medal of Honor Heroes;PSP;2006;Shooter;Electronic Arts;2.65;7.9;20
Final Fantasy XIII-2;PS3;2011;Role-Playing;Square Enix;2.63;6.6;27
Midnight Club: Street Racing;PS2;2000;Racing;Take-Two Interactive;2.63;7.8;30
Halo Wars;X360;2009;Strategy;Microsoft Game Studios;2.63;7.2;41
NBA 2K12;X360;2011;Sports;Take-Two Interactive;2.63;7.7;26
ESPN NFL 2K5;PS2;2004;Sports;Sega;2.62;8.2;17
FIFA Soccer 10;X360;2009;Sports;Electronic Arts;2.62;7.5;18
Medal of Honor;X360;2010;Shooter;Electronic Arts;2.62;6.7;37
Pac-Man: Adventures in Time;PSP;2006;Fighting;Sony Computer Entertainment;2.62;0;17
Harry Potter and the Chamber of Secrets;PS2;2002;Action;Electronic Arts;2.61;7.5;10
Streets of Rage;GEN;1990;Action;Sega;2.6;0;2
God of War Collection;PS3;2009;Action;Sony Computer Entertainment;2.6;8.7;12
LEGO Star Wars: The Complete Saga;X360;2007;Action;LucasArts;2.59;7.4;39
NBA Live 2005;PS2;2004;Sports;Electronic Arts;2.59;8.1;40
FIFA Soccer 09;PS3;2008;Sports;Electronic Arts;2.59;7.5;10
Mario Strikers Charged;Wii;2007;Sports;Nintendo;2.58;8;14
Style Savvy;DS;2008;Simulation;Nintendo;2.58;7.7;28
Super Mario All-Stars: Limited Edition;Wii;2010;Platform;Nintendo;2.58;0;32
WWE SmackDown vs. RAW 2007;PS2;2006;Fighting;THQ;2.58;8.6;32
Bloodborne;PS4;2015;Action;Sony Computer Entertainment;2.58;8.6;10
Ratchet & Clank: Up Your Arsenal;PS2;2004;Platform;Sony Computer Entertainment;2.57;0;30
Madden NFL 08;PS2;2007;Sports;Electronic Arts;2.57;7.8;40
Overwatch;PS4;2016;Shooter;Activision;2.57;6.1;43
Monster Hunter Freedom 2;PSP;2007;Role-Playing;Capcom;2.57;8.7;44
Madden NFL 13;PS3;2012;Sports;Electronic Arts;2.57;5.5;18
Ghostbusters: The Video Game (DS Version);X360;2009;Action;Take-Two Interactive;2.57;0;27
Ratchet & Clank Future: Tools of Destruction;PS3;2007;Platform;Sony Computer Entertainment;2.56;0;44
Sonic Adventure 2 Battle;GC;2001;Platform;Sega;2.56;8.3;24
Dragon Warrior II;NES;1987;Role-Playing;Enix Corporation;2.56;0;8
Dragon Age: Origins;X360;2009;Role-Playing;Electronic Arts;2.56;7.9;16
LittleBigPlanet;PSP;2009;Platform;Sony Computer Entertainment;2.55;7.8;29
Pok\xc3\xa9mon Colosseum;GC;2003;Role-Playing;Nintendo;2.54;8;33
Madden NFL 09;X360;2008;Sports;Electronic Arts;2.53;7;43
Space Invaders;2600;1978;Shooter;Atari;2.53;0;8
Skylanders Giants;Wii;2012;Action;Activision;2.53;7;24
NBA 2K14;X360;2013;Sports;Take-Two Interactive;2.52;4.9;16
Art Academy;DS;2010;Misc;Nintendo;2.52;8;36
Crazy Taxi;PS2;2001;Racing;Acclaim Entertainment;2.52;7.8;40
Perfect Dark;N64;2000;Action;Nintendo;2.52;0;13
Dragon Warrior;NES;1986;Role-Playing;Capcom;2.52;0;14
Need for Speed (2015);PS4;2015;Racing;Electronic Arts;2.51;0;44
Deca Sports;Wii;2008;Sports;Konami Digital Entertainment;2.5;5.4;20
PES 2009: Pro Evolution Soccer;PS2;2008;Sports;Konami Digital Entertainment;2.5;0;21
Mario Party 2;N64;1999;Misc;Nintendo;2.5;0;13
Marvel: Ultimate Alliance;X360;2006;Role-Playing;Activision;2.5;7.5;32
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City;X;2003;Action;Take-Two Interactive;2.49;0;26
Mortal Kombat: Deadly Alliance;PS2;2002;Fighting;Midway Games;2.49;8.8;10
Game Party;Wii;2007;Misc;Midway Games;2.48;4.3;25
Tomb Raider: The Last Revelation;PS;1998;Action;Eidos Interactive;2.48;0;2
Mario Party 4;GC;2002;Misc;Nintendo;2.47;7.5;42
Pure;X360;2008;Racing;Disney Interactive Studios;2.47;7.7;16
Rock Band;X360;2007;Misc;Electronic Arts;2.47;8.2;37
NBA 2K13;PS3;2012;Sports;Take-Two Interactive;2.47;8;11
Saints Row: The Third;PS3;2011;Action;THQ;2.47;7.7;30
Resistance 2;PS3;2008;Shooter;Sony Computer Entertainment;2.47;6.1;17
NBA 2K15;PS4;2014;Sports;Take-Two Interactive;2.46;6.9;23
Midnight Club: Los Angeles;PS3;2008;Racing;Take-Two Interactive;2.46;8.2;24
Final Fantasy Tactics;PS;1997;Role-Playing;SquareSoft;2.45;8.2;13
Final Fantasy V;SNES;1992;Role-Playing;SquareSoft;2.45;0;2
Twisted Metal 2;PS;1996;Racing;Sony Computer Entertainment;2.44;0;2
LEGO Harry Potter: Years 1-4;Wii;2010;Action;Warner Bros. Interactive Entertainment;2.43;8;19
The Sims: Bustin Out;PS2;2003;Simulation;Electronic Arts;2.43;8.4;24
Madden NFL 16;XOne;2015;Sports;Electronic Arts;2.43;6.1;38
Riven: The Sequel to Myst;PC;1997;Adventure;Red Or;2.43;0;9
uDraw Studio;Wii;2010;Misc;THQ;2.42;0;22
Sonic Adventure;DC;1998;Platform;Sega;2.42;0;4
Ice Hockey;NES;1988;Sports;Nintendo;2.42;0;8
Tom Clancys Rainbow Six: Vegas 2;X360;2008;Shooter;Ubisoft;2.42;7.8;17
Tomb Raider (2013);PS3;2013;Action;Square Enix;2.42;0;29
Need for Speed Carbon: Own the City;PSP;2006;Racing;Electronic Arts;2.42;7.9;31
Dragon Ball Z: Budokai 2;PS2;2003;Fighting;Atari;2.41;8.2;26
pro evolution soccer 2011;PS3;2010;Sports;Konami Digital Entertainment;2.41;6.8;44
ATV Offroad Fury;PS2;2001;Racing;Sony Computer Entertainment;2.41;8.4;29
Dino Crisis;PS;1998;Action;Capcom;2.41;0;11
Need for Speed: ProStreet;PS2;2007;Racing;Electronic Arts;2.41;6.2;27
Halo: Combat Evolved Anniversary;X360;2011;Shooter;Microsoft Game Studios;2.4;8.1;37
Tetris Plus;PS;1996;Puzzle;JVC;2.4;0;5
Pro Wrestling;NES;1987;Fighting;Nintendo;2.4;0;5
Theme Hospital;PC;1997;Strategy;Electronic Arts;2.4;9;5
Froggers Adventures: Temple of the Frog;GBA;2001;Adventure;Konami Digital Entertainment;2.39;0;36
Madden NFL 11;PS3;2010;Sports;Electronic Arts;2.39;6.1;44
Monopoly;PC;1994;Misc;Hasbro Interactive;2.39;0;4
NBA 2K17;PS4;2016;Sports;Take-Two Interactive;2.39;6.6;34
Guitar Hero;PS2;2005;Misc;RedOctane;2.38;8.7;36
WCW/nWo Revenge;N64;1998;Fighting;THQ;2.38;0;10
The Legend of Zelda: Majoras Mask 3D;3DS;2015;Action;Nintendo;2.38;9;22
Far Cry: Primal;PS4;2016;Action;Ubisoft;2.38;6.3;25
Yu-Gi-Oh! The Duelists of the Roses;PS2;2001;Misc;Konami Digital Entertainment;2.38;0;26
Dead Island;X360;2011;Action;Deep Silver;2.37;6.9;24
Half-Life 2;PC;2004;Shooter;Vivendi Games;2.37;9.2;21
The Incredibles;PS2;2004;Action;THQ;2.37;7.6;15
Zumba Fitness;X360;2010;Sports;505 Games;2.37;5.5;22
Madden NFL 08;X360;2007;Sports;Electronic Arts;2.37;6.4;15
Tony Hawks Underground 2;PS2;2004;Sports;Activision;2.37;8.8;37
NBA 2K16;XOne;2015;Sports;Take-Two Interactive;2.37;6.2;18
Madden NFL 10;PS3;2009;Sports;Electronic Arts;2.37;6.8;17
Kirbys Dream Land 2;G;1995;Platform;Nintendo;2.36;0;11
Midnight Club: Los Angeles;X360;2008;Racing;Take-Two Interactive;2.36;8.5;14
Donkey Kong Land II;G;1996;Platform;Nintendo;2.35;0;6
Dragon Warrior Monsters;G;1998;Role-Playing;Eidos Interactive;2.35;0;14
Kinect: Disneyland Adventures;X360;2011;Misc;Microsoft Game Studios;2.35;2.9;23
Guild Wars 2;PC;2012;Action;NCSoft;2.34;7.9;27
WWE SmackDown vs Raw 2008;PS2;2007;Fighting;THQ;2.34;7.2;42
LEGO Indiana Jones: The Original Adventures;Wii;2008;Action;LucasArts;2.34;6.6;27
Resident Evil - Code: Veronica X;PS2;2001;Action;Capcom;2.34;8.4;26
Kinect Sports: Season Two;X360;2011;Sports;Microsoft Game Studios;2.34;6.5;27
Paper Mario: Sticker Star;3DS;2012;Role-Playing;Nintendo;2.33;5.6;36
Madden NFL 17;PS4;2016;Sports;Electronic Arts;2.33;4.6;33
My Fitness Coach;Wii;2008;Sports;Ubisoft;2.32;8.6;18
Mario Tennis;N64;2000;Sports;Nintendo;2.32;0;44
Grand Theft Auto;PS;1997;Action;Take-Two Interactive;2.32;0;6
James Bond 007: Everything or Nothing;PS2;2004;Shooter;Electronic Arts;2.31;9.1;29
Need For Speed: High Stakes;PS;1999;Racing;Electronic Arts;2.31;8.5;7
Chrono Trigger;SNES;1995;Role-Playing;SquareSoft;2.31;0;6
Cool Boarders 3;PS;1998;Sports;989 Studios;2.31;0;10
